Order Status,order date (DateOrders),shipping date (DateOrders),Days for shipment (scheduled),Order Profit Per Order,Order Region
COMPLETE,8/4/2017 0:25,8/7/2017 0:25,2,22.45999908,Western Europe
PENDING_PAYMENT,9/6/2017 8:36,9/8/2017 8:36,4,2.99000001,Western Europe
PENDING_PAYMENT,11/3/2016 2:54,11/8/2016 2:54,2,3.980000019,Eastern Europe
COMPLETE,11/9/2016 9:54,11/9/2016 21:54,0,46.79999924,Central Africa
PENDING_PAYMENT,1/18/2016 7:31,1/20/2016 7:31,4,1.5,South Asia
PENDING,7/13/2017 21:28,7/19/2017 21:28,4,52.91999817,Western Europe
PENDING_PAYMENT,1/31/2016 13:17,2/4/2016 13:17,4,19.12999916,Southeast Asia
COMPLETE,7/7/2015 10:46,7/10/2015 10:46,4,94.0,Northern Europe
PENDING,11/3/2017 21:50,11/6/2017 21:50,4,66.0,Western Europe
PENDING_PAYMENT,12/31/2015 17:42,1/3/2016 17:42,4,132.9900055,Eastern Asia
COMPLETE,9/12/2015 22:25,9/18/2015 22:25,2,63.84000015,Western Europe
COMPLETE,10/3/2016 2:46,10/9/2016 2:46,4,114.8300018,West Asia
COMPLETE,4/17/2017 8:27,4/21/2017 8:27,4,5.070000172,South America
PENDING,11/9/2017 4:19,11/13/2017 4:19,4,11.51000023,Western Europe
PENDING,6/18/2016 9:03,6/22/2016 9:03,2,-19.51000023,South of  USA 
PROCESSING,7/26/2016 3:24,8/1/2016 3:24,4,65.87999725,South of  USA 
PROCESSING,4/9/2016 2:30,4/14/2016 2:30,4,-6.800000191,West of USA 
COMPLETE,12/16/2016 14:14,12/19/2016 14:14,4,35.70000076,Southern Africa
CANCELED,3/26/2015 7:35,3/29/2015 7:35,4,11.88000011,Central America
COMPLETE,5/25/2016 3:08,5/28/2016 3:08,4,28.42000008,US Center 
PROCESSING,2/23/2016 2:55,2/28/2016 2:55,4,45.29999924,South Asia
PENDING_PAYMENT,10/2/2015 22:02,10/7/2015 22:02,4,-311.9500122,Western Europe
CLOSED,12/14/2017 5:50,12/20/2017 5:50,2,20.22999954,South Asia
PENDING_PAYMENT,1/30/2016 22:13,2/5/2016 22:13,4,28.5,Southeast Asia
CLOSED,7/8/2015 3:56,7/10/2015 3:56,4,40.31000137,Western Europe
PENDING_PAYMENT,10/4/2015 3:28,10/8/2015 3:28,2,65.25,Northern Europe
PROCESSING,5/14/2015 19:36,5/16/2015 19:36,1,35.61999893,Caribbean
SUSPECTED_FRAUD,3/11/2015 5:41,3/16/2015 5:41,4,78.37999725,Central America
COMPLETE,5/26/2017 6:07,5/28/2017 6:07,1,23.80999947,Central America
CLOSED,3/14/2017 20:25,3/18/2017 20:25,4,139.9900055,Central America
COMPLETE,4/21/2015 11:03,4/25/2015 11:03,4,66.86000061,Caribbean
COMPLETE,7/25/2016 4:58,7/27/2016 4:58,1,37.31000137,West of USA 
COMPLETE,8/6/2016 7:04,8/11/2016 7:04,4,47.58000183,US Center 
CLOSED,12/5/2015 1:58,12/7/2015 1:58,1,82.63999939,Southeast Asia
COMPLETE,8/12/2015 13:31,8/14/2015 13:31,1,49.97000122,Western Europe
PENDING,7/29/2016 2:31,8/2/2016 2:31,4,31.75,West of USA 
CLOSED,3/23/2017 6:55,3/25/2017 6:55,2,-40.0,South America
PAYMENT_REVIEW,12/26/2015 10:32,12/28/2015 10:32,1,11.10000038,Oceania
PROCESSING,10/8/2015 2:03,10/12/2015 2:03,4,90.0,Western Europe
COMPLETE,4/3/2017 6:22,4/7/2017 6:22,2,-39.83000183,Central America
PENDING_PAYMENT,8/29/2016 18:25,9/1/2016 18:25,2,13.30000019,West Asia
COMPLETE,5/3/2015 6:50,5/7/2015 6:50,4,24.69000053,Central America
COMPLETE,12/4/2016 4:26,12/7/2016 4:26,4,70.55999756,West Asia
COMPLETE,2/23/2017 1:42,2/27/2017 1:42,4,-40.31000137,South America
ON_HOLD,8/4/2015 15:17,8/8/2015 15:17,4,25.90999985,Western Europe
CLOSED,1/22/2017 10:51,1/25/2017 10:51,2,85.27999878,Central America
PENDING_PAYMENT,4/28/2015 1:03,5/3/2015 1:03,4,61.70999908,Central America
COMPLETE,10/20/2016 2:56,10/26/2016 2:56,4,-311.25,North Africa
PENDING,1/16/2015 10:18,1/18/2015 10:18,1,58.11999893,Central America
PROCESSING,11/23/2016 11:38,11/28/2016 11:38,4,25.64999962,West Asia
PENDING_PAYMENT,2/28/2017 8:10,3/5/2017 8:10,4,4.320000172,South America
COMPLETE,1/9/2016 0:42,1/15/2016 0:42,4,52.40999985,Southeast Asia
CANCELED,8/4/2016 20:44,8/6/2016 20:44,4,5.820000172,South of  USA 
PENDING,6/5/2017 8:13,6/7/2017 8:13,1,12.09000015,Central America
COMPLETE,8/4/2017 21:26,8/6/2017 21:26,1,38.0,Western Europe
PROCESSING,7/28/2016 14:36,7/30/2016 14:36,1,2.430000067,West of USA 
CANCELED,2/4/2017 1:54,2/7/2017 1:54,4,40.45999908,South America
PENDING_PAYMENT,3/9/2016 21:17,3/10/2016 9:17,0,-24.62999916,Southeast Asia
PROCESSING,4/20/2015 23:50,4/22/2015 23:50,4,74.87999725,Central America
COMPLETE,3/26/2016 3:13,3/29/2016 3:13,2,133.6399994,Oceania
ON_HOLD,2/7/2016 4:20,2/10/2016 4:20,4,63.38000107,South Asia
ON_HOLD,1/29/2016 8:44,2/2/2016 8:44,4,52.20000076,Oceania
PENDING_PAYMENT,12/31/2015 11:24,1/5/2016 11:24,4,103.9499969,Oceania
COMPLETE,10/7/2017 1:02,10/11/2017 1:02,4,15.35999966,Southern Europe
PENDING,3/9/2015 13:23,3/14/2015 13:23,4,-264.5700073,Central America
CANCELED,6/24/2017 17:28,6/27/2017 17:28,4,-266.2099915,Northern Europe
PROCESSING,9/18/2015 18:54,9/20/2015 18:54,4,60.18999863,Western Europe
CLOSED,1/16/2018 8:04,1/19/2018 8:04,4,2.25,Eastern Asia
COMPLETE,7/3/2017 21:08,7/5/2017 21:08,1,-155.0700073,Western Europe
PENDING_PAYMENT,8/18/2017 0:24,8/20/2017 0:24,2,43.18999863,Northern Europe
PROCESSING,6/26/2016 3:47,6/28/2016 3:47,4,11.19999981,West of USA 
PROCESSING,1/27/2016 15:02,2/1/2016 15:02,4,22.5,Southeast Asia
PROCESSING,12/21/2015 16:40,12/26/2015 16:40,4,10.80000019,Eastern Asia
PENDING,6/1/2017 23:59,6/7/2017 23:59,2,31.67000008,Central America
COMPLETE,5/23/2017 18:13,5/26/2017 18:13,4,-13.76000023,South America
CLOSED,3/19/2015 23:32,3/21/2015 23:32,1,18.04999924,Central America
CLOSED,3/30/2015 16:41,4/1/2015 16:41,1,71.33999634,South America
COMPLETE,7/21/2017 14:06,7/24/2017 14:06,4,12.94999981,Western Europe
COMPLETE,12/10/2015 10:33,12/14/2015 10:33,4,58.5,South Asia
PROCESSING,6/10/2016 2:25,6/12/2016 2:25,4,34.43000031,US Center 
PENDING,10/5/2015 1:11,10/11/2015 1:11,2,47.25,Western Europe
PENDING,11/14/2016 9:22,11/16/2016 9:22,4,3.279999971,West Asia
PENDING_PAYMENT,5/6/2017 21:13,5/8/2017 21:13,1,13.27999973,South America
PENDING,6/16/2015 5:43,6/21/2015 5:43,2,-48.72000122,Western Europe
PENDING_PAYMENT,7/2/2016 14:17,7/5/2016 14:17,4,19.20000076,East of USA
PENDING_PAYMENT,11/18/2015 18:59,11/24/2015 18:59,4,14.69999981,South Asia
CLOSED,12/10/2016 13:32,12/15/2016 13:32,4,118.4300003,West Asia
PENDING_PAYMENT,12/31/2017 20:21,1/2/2018 20:21,2,19.42000008,South Asia
COMPLETE,10/17/2016 15:43,10/19/2016 15:43,1,96.34999847,South Asia
CLOSED,8/17/2015 22:27,8/22/2015 22:27,2,-96.70999908,Western Europe
COMPLETE,6/5/2016 4:42,6/11/2016 4:42,4,75.19999695,US Center 
PENDING_PAYMENT,3/28/2017 1:50,4/2/2017 1:50,4,33.16999817,Central America
PROCESSING,6/9/2016 12:03,6/15/2016 12:03,4,42.31000137,US Center 
COMPLETE,12/12/2016 13:32,12/14/2016 13:32,1,4.420000076,Central Africa
COMPLETE,1/19/2016 9:05,1/24/2016 9:05,4,-62.40000153,Eastern Asia
PENDING,7/21/2015 4:26,7/25/2015 4:26,2,118.9899979,Southern Europe
PENDING_PAYMENT,6/28/2016 6:14,7/4/2016 6:14,2,12.48999977,South of  USA 
COMPLETE,1/20/2016 15:55,1/22/2016 15:55,1,18.40999985,Southeast Asia
COMPLETE,7/17/2016 14:27,7/23/2016 14:27,4,71.44000244,South of  USA 
COMPLETE,1/10/2017 3:52,1/16/2017 3:52,4,2.49000001,West Africa
PENDING,9/29/2017 3:51,10/3/2017 3:51,4,34.93999863,Northern Europe
PENDING_PAYMENT,6/30/2017 7:18,7/2/2017 7:18,1,-116.1600037,Western Europe
COMPLETE,3/25/2016 2:42,3/28/2016 2:42,4,64.22000122,Oceania
PENDING_PAYMENT,7/4/2017 12:12,7/7/2017 12:12,4,29.72999954,Northern Europe
PENDING,6/18/2017 16:05,6/21/2017 16:05,4,21.84000015,Western Europe
CLOSED,4/9/2017 14:25,4/12/2017 14:25,2,97.33999634,Central America
PENDING,9/6/2016 8:57,9/10/2016 8:57,4,18.98999977,Eastern Europe
PROCESSING,8/25/2015 0:01,8/29/2015 0:01,4,-48.88000107,Western Europe
PENDING_PAYMENT,6/29/2017 6:05,7/2/2017 6:05,4,136.1100006,Western Europe
PENDING_PAYMENT,5/5/2015 4:43,5/10/2015 4:43,2,7.440000057,South America
SUSPECTED_FRAUD,10/14/2017 14:52,10/17/2017 14:52,4,-477.3500061,Western Europe
PENDING,8/14/2017 4:37,8/19/2017 4:37,4,69.69000244,Western Europe
COMPLETE,3/6/2016 0:05,3/8/2016 0:05,1,-145.25,Eastern Asia
PENDING_PAYMENT,4/9/2017 23:11,4/12/2017 23:11,4,43.68000031,Central America
PROCESSING,6/5/2017 14:10,6/7/2017 14:10,4,-26.64999962,South America
ON_HOLD,6/1/2017 14:31,6/5/2017 14:31,4,4.989999771,Caribbean
ON_HOLD,4/1/2015 13:53,4/3/2015 13:53,4,99.94000244,Central America
PROCESSING,11/25/2017 19:42,11/29/2017 19:42,4,13.40999985,Oceania
COMPLETE,5/30/2017 21:11,6/5/2017 21:11,4,91.25,Central America
COMPLETE,11/22/2016 4:27,11/28/2016 4:27,4,22.10000038,Southern Africa
PROCESSING,9/28/2015 9:25,9/28/2015 21:25,0,15.0,Western Europe
COMPLETE,2/4/2015 5:33,2/6/2015 5:33,4,143.9900055,Caribbean
PENDING,3/26/2016 14:47,4/1/2016 14:47,4,12.78999996,Oceania
COMPLETE,12/12/2016 8:17,12/14/2016 8:17,2,14.73999977,West Africa
COMPLETE,12/19/2017 20:01,12/23/2017 20:01,4,-8.18999958,Oceania
PENDING_PAYMENT,4/29/2017 7:02,5/1/2017 7:02,1,-13.85000038,Central America
PROCESSING,7/19/2015 19:30,7/24/2015 19:30,2,37.22000122,Northern Europe
PROCESSING,3/24/2017 2:32,3/24/2017 14:32,0,72.59999847,South America
PENDING_PAYMENT,6/6/2015 15:11,6/8/2015 15:11,4,67.5,Western Europe
CLOSED,5/11/2015 1:55,5/14/2015 1:55,4,40.77999878,Caribbean
CLOSED,5/24/2015 9:47,5/26/2015 9:47,1,53.18999863,Central America
PROCESSING,10/22/2016 1:10,10/25/2016 1:10,4,-3.710000038,West Africa
SUSPECTED_FRAUD,3/17/2015 7:25,3/23/2015 7:25,4,64.16999817,South America
PROCESSING,10/19/2016 9:45,10/21/2016 9:45,4,76.01999664,South Asia
COMPLETE,9/27/2017 4:54,10/2/2017 4:54,4,74.83999634,Western Europe
PROCESSING,4/25/2016 11:14,4/27/2016 11:14,1,43.47999954,East of USA
PENDING_PAYMENT,5/8/2015 18:54,5/14/2015 18:54,2,66.94999695,South America
ON_HOLD,2/1/2015 7:08,2/7/2015 7:08,4,-3.75,Central America
PENDING_PAYMENT,6/9/2015 17:49,6/14/2015 17:49,4,33.25,Southern Europe
PENDING_PAYMENT,2/14/2017 22:33,2/16/2017 22:33,4,51.86999893,Central America
PENDING,3/30/2017 7:05,4/1/2017 7:05,4,14.61999989,Central America
COMPLETE,10/20/2016 15:32,10/22/2016 15:32,2,90.0,East Africa
COMPLETE,3/19/2015 4:37,3/24/2015 4:37,4,28.82999992,Central America
PENDING,8/23/2016 5:06,8/27/2016 5:06,4,81.90000153,South of  USA 
CLOSED,11/7/2016 22:52,11/13/2016 22:52,4,46.97999954,West Africa
COMPLETE,9/3/2017 10:32,9/5/2017 10:32,4,38.0,Northern Europe
ON_HOLD,5/29/2017 20:19,5/31/2017 20:19,1,7.25,South America
CLOSED,6/16/2016 2:24,6/19/2016 2:24,4,-144.7599945,US Center 
PENDING,2/5/2015 22:11,2/7/2015 22:11,1,1.269999981,Central America
PENDING,2/23/2016 2:13,2/26/2016 2:13,4,127.3899994,South Asia
PENDING,10/10/2017 19:04,10/16/2017 19:04,2,22.14999962,Southern Europe
PROCESSING,2/13/2016 19:02,2/19/2016 19:02,4,50.97999954,Southeast Asia
PROCESSING,9/27/2017 13:39,10/2/2017 13:39,4,0.0,Western Europe
PROCESSING,5/16/2015 4:53,5/20/2015 4:53,4,14.81000042,Central America
PENDING_PAYMENT,7/28/2015 22:28,7/29/2015 10:28,0,150.3899994,Southern Europe
PENDING_PAYMENT,8/17/2016 15:17,8/19/2016 15:17,1,83.51000214,US Center 
COMPLETE,2/3/2015 8:53,2/5/2015 8:53,1,-145.5899963,Central America
PENDING,3/22/2016 9:53,3/22/2016 21:53,0,8.729999542,Oceania
COMPLETE,9/24/2017 0:10,9/26/2017 0:10,1,41.75,Southern Europe
CLOSED,11/5/2015 5:10,11/11/2015 5:10,4,51.15999985,Oceania
CLOSED,2/29/2016 17:16,3/1/2016 5:16,0,70.18000031,South Asia
PENDING_PAYMENT,5/27/2016 21:00,6/2/2016 21:00,4,77.20999908,West of USA 
COMPLETE,12/20/2015 17:53,12/25/2015 17:53,4,48.65999985,Oceania
COMPLETE,10/14/2015 2:24,10/16/2015 2:24,1,12.47000027,Southern Europe
COMPLETE,5/16/2016 23:59,5/22/2016 23:59,2,23.79000092,US Center 
PENDING_PAYMENT,12/27/2015 7:12,12/29/2015 7:12,1,-67.97000122,Oceania
COMPLETE,6/27/2017 23:36,7/3/2017 23:36,4,66.13999939,Western Europe
PROCESSING,2/5/2015 15:53,2/10/2015 15:53,4,22.07999992,Central America
PENDING_PAYMENT,11/23/2016 22:51,11/25/2016 22:51,4,-435.7099915,Eastern Europe
PENDING_PAYMENT,5/22/2017 2:17,5/24/2017 2:17,1,5.579999924,Caribbean
CLOSED,10/21/2016 23:25,10/24/2016 23:25,4,13.26000023,Southern Africa
COMPLETE,9/14/2016 13:29,9/19/2016 13:29,2,52.0,West Asia
PENDING,11/29/2015 23:21,12/1/2015 23:21,4,86.18000031,Eastern Asia
PENDING,6/19/2015 19:33,6/24/2015 19:33,4,31.59000015,Southern Europe
COMPLETE,10/23/2017 15:43,10/25/2017 15:43,2,-59.99000168,Western Europe
ON_HOLD,1/21/2015 11:10,1/25/2015 11:10,2,4.590000153,Central America
COMPLETE,12/19/2015 5:06,12/24/2015 5:06,4,60.0,Southeast Asia
PENDING,5/9/2017 13:20,5/14/2017 13:20,4,-403.1700134,Caribbean
PENDING_PAYMENT,10/4/2015 13:16,10/6/2015 13:16,4,2.960000038,Western Europe
PROCESSING,5/31/2015 1:53,6/3/2015 1:53,2,-150.0099945,South America
COMPLETE,11/14/2015 18:18,11/19/2015 18:18,2,12.10999966,Eastern Asia
CANCELED,7/5/2016 18:40,7/7/2016 18:40,1,61.15000153,East of USA
PENDING_PAYMENT,4/7/2015 19:29,4/11/2015 19:29,4,130.6699982,South America
PROCESSING,4/9/2016 16:52,4/15/2016 16:52,4,84.37999725,South of  USA 
PENDING,9/21/2016 7:42,9/24/2016 7:42,4,-31.15999985,West Asia
PENDING_PAYMENT,1/15/2015 19:35,1/17/2015 19:35,1,12.56000042,Caribbean
PENDING_PAYMENT,4/2/2015 7:24,4/4/2015 7:24,2,3.380000114,South America
CLOSED,4/23/2017 11:15,4/26/2017 11:15,2,93.12000275,Caribbean
PROCESSING,5/28/2016 11:22,5/30/2016 11:22,4,82.69000244,US Center 
PENDING,10/19/2016 1:00,10/21/2016 1:00,4,48.61000061,West Asia
PENDING_PAYMENT,10/14/2017 6:06,10/17/2017 6:06,4,91.54000092,Northern Europe
PROCESSING,3/30/2017 9:53,4/4/2017 9:53,2,99.36000061,Central America
COMPLETE,8/15/2017 16:42,8/18/2017 16:42,2,-34.54999924,Western Europe
PROCESSING,8/28/2016 10:32,8/30/2016 10:32,4,-47.50999832,Eastern Europe
PENDING_PAYMENT,12/24/2016 23:20,12/26/2016 23:20,1,93.95999908,West Asia
COMPLETE,1/4/2016 11:44,1/9/2016 11:44,2,36.75,South Asia
PENDING_PAYMENT,6/26/2017 21:40,6/28/2017 21:40,4,61.00999832,Western Europe
PENDING_PAYMENT,3/20/2017 6:24,3/22/2017 6:24,1,45.88999939,Caribbean
PENDING,2/15/2017 3:49,2/17/2017 3:49,4,52.40999985,Central America
PROCESSING,8/31/2015 5:37,9/6/2015 5:37,2,108.7699966,Northern Europe
CANCELED,2/16/2017 11:21,2/18/2017 11:21,2,29.87999916,South America
CLOSED,5/30/2016 5:45,6/2/2016 5:45,4,77.98999786,West of USA 
COMPLETE,1/13/2017 18:45,1/17/2017 18:45,4,12.75,Eastern Europe
COMPLETE,6/23/2015 16:02,6/27/2015 16:02,4,136.6999969,Southern Europe
PENDING_PAYMENT,12/31/2015 15:57,1/3/2016 15:57,4,32.36999893,South Asia
PAYMENT_REVIEW,7/29/2016 23:11,7/31/2016 23:11,1,98.38999939,East of USA
COMPLETE,1/27/2017 1:34,1/29/2017 1:34,1,-49.5,Central America
PROCESSING,11/24/2015 21:05,11/27/2015 21:05,4,30.45000076,Southeast Asia
COMPLETE,1/24/2017 1:44,1/28/2017 1:44,4,43.43999863,Central America
COMPLETE,6/14/2015 19:02,6/20/2015 19:02,2,2.519999981,Northern Europe
COMPLETE,9/9/2015 5:25,9/11/2015 5:25,4,120.9499969,Northern Europe
PENDING,1/5/2017 5:27,1/8/2017 5:27,4,43.49000168,Eastern Europe
CANCELED,7/20/2017 16:02,7/25/2017 16:02,4,95.80999756,Western Europe
PENDING,7/3/2017 14:50,7/5/2017 14:50,4,74.69999695,Western Europe
COMPLETE,12/18/2016 8:16,12/20/2016 8:16,1,-48.43999863,West Africa
PENDING_PAYMENT,3/27/2017 8:19,4/1/2017 8:19,4,125.1900024,Central America
COMPLETE,8/26/2015 11:24,8/31/2015 11:24,4,4.5,Western Europe
PENDING,5/17/2017 11:13,5/19/2017 11:13,4,180.4700012,Central America
PENDING_PAYMENT,9/7/2015 9:59,9/10/2015 9:59,4,12.0,Southern Europe
PENDING,2/19/2016 13:47,2/21/2016 13:47,4,101.9100037,Southeast Asia
PROCESSING,3/18/2017 21:49,3/20/2017 21:49,4,74.48000336,South America
COMPLETE,5/1/2016 6:40,5/3/2016 6:40,1,7.550000191,West of USA 
PENDING,9/6/2015 0:42,9/6/2015 12:42,0,17.28000069,Western Europe
COMPLETE,5/16/2016 12:26,5/18/2016 12:26,1,42.93999863,East of USA
CANCELED,4/2/2017 21:58,4/7/2017 21:58,2,-23.62999916,Central America
PENDING_PAYMENT,12/24/2016 20:11,12/26/2016 20:11,1,60.90000153,North Africa
COMPLETE,2/25/2016 15:10,2/27/2016 15:10,4,63.95999908,South Asia
CANCELED,8/9/2015 22:48,8/12/2015 22:48,2,96.30999756,Southern Europe
COMPLETE,5/26/2017 11:23,5/28/2017 11:23,1,-62.70000076,South America
PROCESSING,3/24/2015 16:42,3/26/2015 16:42,4,3.710000038,Central America
PENDING,6/28/2017 17:07,7/4/2017 17:07,4,13.69999981,Western Europe
PENDING,11/16/2017 13:35,11/21/2017 13:35,4,135.0099945,Southeast Asia
PENDING,6/19/2016 10:38,6/21/2016 10:38,2,-26.65999985,East of USA
COMPLETE,9/14/2016 4:44,9/19/2016 4:44,4,-233.7899933,Central Africa
CLOSED,3/9/2017 18:30,3/10/2017 6:30,0,32.38999939,Central America
ON_HOLD,10/24/2016 20:05,10/28/2016 20:05,4,-100.7600021,Eastern Europe
PENDING_PAYMENT,11/2/2016 15:00,11/8/2016 15:00,4,52.65000153,West Asia
PROCESSING,4/18/2016 0:12,4/23/2016 0:12,4,40.5,US Center 
COMPLETE,11/9/2016 9:54,11/9/2016 21:54,0,53.93999863,Central Africa
PROCESSING,8/10/2015 12:28,8/12/2015 12:28,2,12.86999989,Northern Europe
ON_HOLD,9/25/2015 20:07,9/27/2015 20:07,1,-13.48999977,Western Europe
COMPLETE,2/7/2017 23:26,2/8/2017 11:26,0,73.01000214,Central America
PENDING_PAYMENT,6/27/2016 14:28,7/3/2016 14:28,4,-494.980011,West of USA 
COMPLETE,5/14/2016 4:43,5/18/2016 4:43,4,156.5800018,South of  USA 
PENDING_PAYMENT,1/21/2018 2:59,1/27/2018 2:59,4,10.32999992,Southeast Asia
COMPLETE,6/25/2017 20:48,7/1/2017 20:48,4,75.44000244,Western Europe
PROCESSING,11/20/2015 14:26,11/25/2015 14:26,2,13.5699997,South Asia
PENDING_PAYMENT,4/20/2015 17:32,4/24/2015 17:32,4,-69.88999939,South America
PROCESSING,12/23/2015 20:10,12/25/2015 20:10,2,104.6200027,Oceania
COMPLETE,5/31/2015 3:38,6/3/2015 3:38,4,39.54000092,South America
COMPLETE,8/11/2015 12:39,8/17/2015 12:39,4,47.47000122,Western Europe
PENDING_PAYMENT,11/5/2015 23:02,11/7/2015 23:02,4,24.05999947,South Asia
PROCESSING,10/9/2016 23:05,10/14/2016 23:05,2,45.22999954,Eastern Europe
COMPLETE,3/7/2016 10:47,3/10/2016 10:47,4,-30.3199997,Eastern Asia
PROCESSING,11/8/2016 4:50,11/11/2016 4:50,2,174.8300018,West Asia
PENDING_PAYMENT,5/23/2015 15:55,5/25/2015 15:55,1,53.54000092,Central America
PROCESSING,12/25/2015 22:16,12/30/2015 22:16,4,18.57999992,South Asia
COMPLETE,4/11/2015 22:58,4/14/2015 22:58,4,64.19999695,South America
CLOSED,9/5/2016 12:16,9/10/2016 12:16,4,180.3099976,South Asia
ON_HOLD,12/7/2016 22:08,12/11/2016 22:08,2,-15.22000027,Northern Europe
COMPLETE,11/13/2015 13:55,11/17/2015 13:55,4,-17.60000038,Southeast Asia
PENDING,5/9/2017 4:34,5/14/2017 4:34,4,103.9899979,Central America
PROCESSING,11/15/2017 4:39,11/21/2017 4:39,4,154.9799957,South Asia
PENDING,11/29/2017 16:33,12/3/2017 16:33,4,-2.150000095,South Asia
PENDING_PAYMENT,12/17/2016 16:30,12/20/2016 16:30,4,137.9900055,Southern Africa
SUSPECTED_FRAUD,1/23/2015 10:28,1/27/2015 10:28,4,21.29000092,Central America
PROCESSING,4/29/2016 11:56,5/1/2016 11:56,4,39.20000076,South of  USA 
PAYMENT_REVIEW,12/15/2016 18:58,12/18/2016 18:58,4,-152.8500061,West Asia
COMPLETE,4/18/2016 7:55,4/20/2016 7:55,4,56.77999878,South of  USA 
COMPLETE,1/13/2015 12:35,1/18/2015 12:35,4,0.330000013,Central America
COMPLETE,3/2/2015 11:07,3/6/2015 11:07,4,6.079999924,Caribbean
PENDING_PAYMENT,10/5/2015 13:48,10/6/2015 1:48,0,24.39999962,Southern Europe
PENDING,6/21/2016 18:20,6/27/2016 18:20,4,29.22999954,West of USA 
COMPLETE,9/27/2016 4:53,10/3/2016 4:53,4,0.0,Southern Africa
ON_HOLD,10/27/2016 4:08,10/29/2016 4:08,1,1.639999986,West Asia
PENDING,3/25/2016 12:51,3/26/2016 0:51,0,18.07999992,Oceania
PENDING,12/7/2016 11:37,12/9/2016 11:37,1,15.48999977,West Africa
COMPLETE,1/24/2017 20:18,1/26/2017 20:18,4,85.25,Caribbean
COMPLETE,10/16/2016 6:47,10/19/2016 6:47,4,36.02999878,South Asia
CLOSED,1/28/2016 14:52,1/31/2016 14:52,4,45.59999847,Eastern Asia
PROCESSING,1/6/2016 4:02,1/8/2016 4:02,1,29.92000008,Oceania
CLOSED,7/5/2016 12:22,7/8/2016 12:22,4,2.640000105,East of USA
COMPLETE,9/3/2015 20:30,9/5/2015 20:30,1,-57.90000153,Western Europe
PENDING,7/24/2016 23:43,7/26/2016 23:43,4,12.35000038,West of USA 
PENDING_PAYMENT,3/25/2017 5:52,3/31/2017 5:52,4,67.48999786,South America
PROCESSING,5/2/2016 13:30,5/4/2016 13:30,4,136.6100006,East of USA
PENDING_PAYMENT,8/27/2015 10:52,8/29/2015 10:52,4,11.88000011,Northern Europe
COMPLETE,12/16/2015 4:35,12/19/2015 4:35,2,81.0,Southeast Asia
CANCELED,10/3/2017 5:35,10/6/2017 5:35,4,14.47000027,Northern Europe
CLOSED,10/14/2015 22:22,10/15/2015 10:22,0,-272.25,Western Europe
PENDING_PAYMENT,8/5/2017 3:03,8/9/2017 3:03,4,125.0,Northern Europe
CLOSED,1/9/2015 22:45,1/14/2015 22:45,4,115.9100037,South America
COMPLETE,2/13/2015 19:23,2/16/2015 19:23,4,70.66000366,Central America
COMPLETE,6/12/2016 10:28,6/14/2016 10:28,4,1.039999962,US Center 
COMPLETE,3/1/2015 3:35,3/3/2015 3:35,1,92.94999695,South America
COMPLETE,7/26/2016 18:28,7/30/2016 18:28,4,-34.43000031,West of USA 
COMPLETE,6/29/2016 20:26,7/4/2016 20:26,4,116.3899994,East of USA
PENDING_PAYMENT,4/29/2015 1:56,5/1/2015 1:56,1,10.92000008,Central America
COMPLETE,5/6/2017 0:54,5/10/2017 0:54,4,22.39999962,Caribbean
PENDING_PAYMENT,2/28/2017 0:07,3/2/2017 0:07,4,173.8699951,South America
PROCESSING,12/26/2016 0:54,12/31/2016 0:54,4,3.700000048,Canada
COMPLETE,4/14/2017 13:53,4/18/2017 13:53,4,35.20000076,Central America
COMPLETE,12/10/2016 9:41,12/14/2016 9:41,4,-14.27999973,Eastern Europe
PENDING_PAYMENT,2/12/2016 5:33,2/16/2016 5:33,2,-35.0,Eastern Asia
PENDING_PAYMENT,1/10/2017 9:49,1/10/2017 21:49,0,122.8399963,West Asia
COMPLETE,6/27/2016 20:26,6/30/2016 20:26,4,-2.730000019,West of USA 
COMPLETE,3/14/2015 11:06,3/20/2015 11:06,4,34.00999832,Caribbean
COMPLETE,5/2/2017 22:16,5/4/2017 22:16,1,16.3199997,Central America
PENDING_PAYMENT,9/29/2017 4:33,10/5/2017 4:33,4,176.6300049,Western Europe
COMPLETE,12/19/2017 10:55,12/22/2017 10:55,4,2.950000048,Oceania
PAYMENT_REVIEW,8/6/2015 6:31,8/12/2015 6:31,4,92.0,Southern Europe
COMPLETE,9/11/2016 23:07,9/13/2016 23:07,4,61.72999954,Southern Africa
COMPLETE,5/21/2016 2:26,5/23/2016 2:26,4,-25.75,East of USA
PROCESSING,12/16/2016 12:08,12/18/2016 12:08,1,17.59000015,South Asia
COMPLETE,7/29/2015 21:57,7/31/2015 21:57,4,49.0,Northern Europe
ON_HOLD,6/11/2016 6:26,6/13/2016 6:26,1,17.0,East of USA
COMPLETE,5/21/2017 19:58,5/23/2017 19:58,1,33.75999832,Central America
COMPLETE,10/10/2017 7:31,10/13/2017 7:31,2,16.95000076,Southern Europe
CLOSED,8/10/2017 11:58,8/12/2017 11:58,4,38.25,Western Europe
PAYMENT_REVIEW,1/17/2015 21:20,1/21/2015 21:20,2,86.40000153,South America
COMPLETE,2/16/2017 18:21,2/18/2017 18:21,4,-71.40000153,Central America
CLOSED,12/11/2016 19:40,12/13/2016 19:40,1,22.3199997,West Asia
